"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"57","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:30:12,FALSE,NA,"1195091588030124037",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Maticablopez",2457,TRUE,FALSE,NA,NA
"58","RT @SStolkiner: Alguien entiende a la izquierda argentina? Dicen ser anticapitalistas y tienen iPhone. Dicen que en Bolivia hay un golpe de…",FALSE,0,NA,2019-11-14 21:30:12,FALSE,NA,"1195091585479958528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MARTAPIERO4",14,TRUE,FALSE,NA,NA
"59","RT @jebus_dice: Los weones creen que con una ""nueva constitucion"" van a tener la F150, casa en la playa, buena salud,  el último iPhone, ce…",FALSE,0,NA,2019-11-14 21:30:09,FALSE,NA,"1195091574599766017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","enriquemunro",717,TRUE,FALSE,NA,NA
"60","RT @ANlMEANGEL: this is actually very 90’s ojalá el iphone pronto y en rosita pastel https://t.co/qqLxlp7CNl",FALSE,0,NA,2019-11-14 21:30:01,FALSE,NA,"1195091540013662210",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leijasd",55,TRUE,FALSE,NA,NA
"61","El evento se llevó a cabo en el Steve Jobs Teather en Apple Park en Cupertino, California.
https://t.co/4tsuknsR5Q

#Apple",FALSE,0,NA,2019-11-14 21:30:00,FALSE,NA,"1195091534603079681",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DesokupadosMex",0,FALSE,FALSE,NA,NA
"62","@LaMMordida Hola, de repente han salido almacenados, en mis emojis de la aplicación mensajes, de mi Iphone X, todos… https://t.co/gwqHnGgyk8",FALSE,0,"LaMMordida",2019-11-14 21:29:56,TRUE,NA,"1195091519465828352","1063901239","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fernandojval",0,FALSE,FALSE,NA,NA
"63","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:29:55,FALSE,NA,"1195091514034204686",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gafego1",2457,TRUE,FALSE,NA,NA
"64","RT @ToroCapon_: -Odian a la iglesia pero festejan navidad
-Odian a los militares pero adoran a Peròn
-Odian el capitalismo pero usan iPhone…",FALSE,0,NA,2019-11-14 21:29:54,FALSE,NA,"1195091510594801664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOPISTA",882,TRUE,FALSE,NA,NA
"65","RT @Berro_Con_Limon: Ahora tener generador es de Ricos..

6.000.000 cuesta amigos.. En vez de tener un iPhone del año, te sacas a cuota uno…",FALSE,0,NA,2019-11-14 21:29:53,FALSE,NA,"1195091507507867680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elisabaez01",60,TRUE,FALSE,NA,NA
"66","Me endeudaré con el nuevo iPhone?",FALSE,0,NA,2019-11-14 21:29:52,FALSE,NA,"1195091500637577216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlanCorsaMusic",0,FALSE,FALSE,NA,NA
"67","RT @SomosSarcasmo: Niños de 10 años que ya tienen iPhone, Laptop, iPad, iPod, Twitter, Facebook, Skype, etc... Yo a su edad solo tenía 10 a…",FALSE,0,NA,2019-11-14 21:29:45,FALSE,NA,"1195091474364477459",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AyeMilla2",9,TRUE,FALSE,NA,NA
"68","RT @karlseta_2: <U+0001F682> LOS EXTREMEÑOS NO TIENEN TRENES, PERO SUS DIPUTADOS ROJOS TIENEN LOS IPHONE DE ÚLTIMA GENERACIÓN
<U+0001F648> La Asamblea de Extrema…",FALSE,0,NA,2019-11-14 21:29:41,FALSE,NA,"1195091455930511364",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vinilo7",596,TRUE,FALSE,NA,NA
"69","RT @bcxrdonx: Eehh a tomar por culo el iPhone https://t.co/4WBAymNEPG",FALSE,0,NA,2019-11-14 21:29:41,FALSE,NA,"1195091455313948684",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alracoisnesa",3,TRUE,FALSE,NA,NA
"70","Las notitas de Iphone son mi diario.",FALSE,0,NA,2019-11-14 21:29:36,FALSE,NA,"1195091435965599744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndreaMestizo__",0,FALSE,FALSE,NA,NA
"71","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:29:32,FALSE,NA,"1195091416407584783",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sandra73_g",2457,TRUE,FALSE,NA,NA
"72","Las #chichas del centro de #Valencia son tan famosas, que hoy ví a unos árabes turistiando con par de #iPhone11 sac… https://t.co/jLXMtYjWPv",FALSE,0,NA,2019-11-14 21:29:29,TRUE,NA,"1195091407767265282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlbertoVargas07",0,FALSE,FALSE,NA,NA
"73","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:29:22,FALSE,NA,"1195091375370514437",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FlorvelezOK",2457,TRUE,FALSE,NA,NA
"74","RT @FelixNegroni: UN DÍA EN LA VIDA DE PILAGROS SE LEVANTA SUBE UNA HISTORIA DE 2 TOSTADAS DE MIERDA Y PONE <U+2604>desayuno fitt<U+2604> DESPUÉS PUTEA A…",FALSE,0,NA,2019-11-14 21:29:11,FALSE,NA,"1195091331464540184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OCarballo99",759,TRUE,FALSE,NA,NA
"75","@Apple: Hicimos el mejor celular, el iPhone 11

@Moto: Bitch please... https://t.co/LOVRVgbFFY",FALSE,0,"Apple",2019-11-14 21:29:07,FALSE,NA,"1195091311604436992","380749300","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vel_ez",0,FALSE,FALSE,NA,NA
"76","*Todos los que usan iPhone* https://t.co/oPLjSiezIG",FALSE,9,NA,2019-11-14 21:29:04,FALSE,NA,"1195091302683160576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AhOkOficiaI",1,FALSE,FALSE,NA,NA
"77","@wallstwolverine Lo mismo me pregunto <U+0001F602> si hay smartphones que le dan mil vueltas a los IPhone como Huawei o Xiaomi..",FALSE,0,"wallstwolverine",2019-11-14 21:29:04,FALSE,"1195090603530506241","1195091301219422208","351491321","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SrtaAlienade",0,FALSE,FALSE,NA,NA
"78","RT @CharitoABC: Y encima el muy comunista twitea desde su iphone, como lo ven?",FALSE,0,NA,2019-11-14 21:29:04,FALSE,NA,"1195091301110288384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","julinhahu",7,TRUE,FALSE,NA,NA
"79","RT @FelixNegroni: UN DÍA EN LA VIDA DE PILAGROS SE LEVANTA SUBE UNA HISTORIA DE 2 TOSTADAS DE MIERDA Y PONE <U+2604>desayuno fitt<U+2604> DESPUÉS PUTEA A…",FALSE,0,NA,2019-11-14 21:29:03,FALSE,NA,"1195091297650008064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paulatorresjf",759,TRUE,FALSE,NA,NA
"80","Queremos que tengas la mejor experiencia cuando viajas con Pronto! Tenemos una nueva versión de nuestra aplicación.… https://t.co/YUDVqfvUoZ",FALSE,0,NA,2019-11-14 21:28:53,TRUE,NA,"1195091252909207552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TuProntoMx",0,FALSE,FALSE,NA,NA
"81","RT @FelixNegroni: UN DÍA EN LA VIDA DE PILAGROS SE LEVANTA SUBE UNA HISTORIA DE 2 TOSTADAS DE MIERDA Y PONE <U+2604>desayuno fitt<U+2604> DESPUÉS PUTEA A…",FALSE,0,NA,2019-11-14 21:28:48,FALSE,NA,"1195091232952897536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Joacopredigerr",759,TRUE,FALSE,NA,NA
"82","RT @Berro_Con_Limon: Ahora tener generador es de Ricos..

6.000.000 cuesta amigos.. En vez de tener un iPhone del año, te sacas a cuota uno…",FALSE,0,NA,2019-11-14 21:28:44,FALSE,NA,"1195091214883860482",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","teteconrosquita",60,TRUE,FALSE,NA,NA
"83","@Zay_Zai_ @titinchago @ZurditaFilosofa @Carabdechile LO'H FASHO...q comentario más weon...vez más flaites comprándo… https://t.co/vHV2gO45TG",FALSE,0,"Zay_Zai_",2019-11-14 21:28:43,TRUE,"1195078600954929152","1195091211117375504","453133016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Petunia_Grey",0,FALSE,FALSE,NA,NA
"84","RT @gaboporras15: que feo el iPhone en dark mode...",FALSE,0,NA,2019-11-14 21:28:41,FALSE,NA,"1195091206117765125",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xvsagx",18,TRUE,FALSE,NA,NA
"85","RT @cardoz0ariana: Si sos de izquierda no podes tener iphone, irte de vacaciones, usar ropa de marca y tampoco comer en punta carretas. Seg…",FALSE,0,NA,2019-11-14 21:28:37,FALSE,NA,"1195091187516026882",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GabiP1899",1,TRUE,FALSE,NA,NA
"86","RT @ea_puerto: No saben pasar fotos del iPhone a la Mac pero ya dan clases dé ciberseguridad. https://t.co/aPRHgUgomA",FALSE,0,NA,2019-11-14 21:28:33,FALSE,NA,"1195091171153862657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arq_angeljha",10,TRUE,FALSE,NA,NA
"87","Esto se llama elegancia y distinción.

Bye iPhone ! https://t.co/crKkiDvMFi",FALSE,0,NA,2019-11-14 21:28:32,FALSE,NA,"1195091167299481605",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","beu_music",0,FALSE,FALSE,NA,NA
"88","RT @ANlMEANGEL: this is actually very 90’s ojalá el iphone pronto y en rosita pastel https://t.co/qqLxlp7CNl",FALSE,0,NA,2019-11-14 21:28:30,FALSE,NA,"1195091160147980288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taza00284019",55,TRUE,FALSE,NA,NA
"89","RT @vrattz: Yo no se si la batería de el iPhone es una verdadera mierda (si) o yo lo uso mucho (si)",FALSE,0,NA,2019-11-14 21:28:29,FALSE,NA,"1195091154557186049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Solliib",2,TRUE,FALSE,NA,NA
"90","@eljorgearanci @monlaferte Entonces??? No puede tener iPhone?  Eso@le quita peso? La convierte de papel? Que idotas weones enfermos",FALSE,0,"eljorgearanci",2019-11-14 21:28:21,FALSE,"1195029520685969409","1195091119715102722","2805886737","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlessandroMorls",0,FALSE,FALSE,NA,NA
"91","RT @StarLucif3r: @evoespueblo Mezquino miserable, ¿y ese iPhone también te lo dió López?

Ja, ja, no tienes m@dre cabrón.",FALSE,0,NA,2019-11-14 21:28:18,FALSE,NA,"1195091107329085440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gusgeolopez",8,TRUE,FALSE,NA,NA
"92","@CletitaMedina Es para el iPhone 31 y sus 45 cámaras",FALSE,0,"CletitaMedina",2019-11-14 21:28:16,FALSE,"1195049018440798211","1195091101079810058","104875584","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrinceTlatoani",0,FALSE,FALSE,NA,NA
"93","RT @SomosSarcasmo: Niños de 10 años que ya tienen iPhone, Laptop, iPad, iPod, Twitter, Facebook, Skype, etc... Yo a su edad solo tenía 10 a…",FALSE,0,NA,2019-11-14 21:28:15,FALSE,NA,"1195091096600293386",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karen_melii",9,TRUE,FALSE,NA,NA
"94","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:28:06,FALSE,NA,"1195091057517694976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maugemg",2457,TRUE,FALSE,NA,NA
"95","RT @MiltonFriedom: En Cuba ganan 5 dolares al mes, hacen 8 horas de cola para un kilo de arroz y nadie protesta. Pero el sistema donde la g…",FALSE,0,NA,2019-11-14 21:28:04,FALSE,NA,"1195091049980583937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GrisoliaFrance1",2457,TRUE,FALSE,NA,NA
"96","híper recontra jalo solo por esto dejaría iphone https://t.co/wbFXx87K5k",FALSE,0,NA,2019-11-14 21:27:53,FALSE,NA,"1195091004405243904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xoxodidiaz",0,FALSE,FALSE,NA,NA
"97","RT @karlseta_2: <U+0001F682> LOS EXTREMEÑOS NO TIENEN TRENES, PERO SUS DIPUTADOS ROJOS TIENEN LOS IPHONE DE ÚLTIMA GENERACIÓN
<U+0001F648> La Asamblea de Extrema…",FALSE,0,NA,2019-11-14 21:27:43,FALSE,NA,"1195090961459818501",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rosalalejandria",596,TRUE,FALSE,NA,NA
"98","RT @karlseta_2: <U+0001F682> LOS EXTREMEÑOS NO TIENEN TRENES, PERO SUS DIPUTADOS ROJOS TIENEN LOS IPHONE DE ÚLTIMA GENERACIÓN
<U+0001F648> La Asamblea de Extrema…",FALSE,0,NA,2019-11-14 21:27:41,FALSE,NA,"1195090952643391488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gloria68935258",596,TRUE,FALSE,NA,NA
"99","RT @Berro_Con_Limon: Ahora tener generador es de Ricos..

6.000.000 cuesta amigos.. En vez de tener un iPhone del año, te sacas a cuota uno…",FALSE,0,NA,2019-11-14 21:27:39,FALSE,NA,"1195090943034241033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Comandoluque11",60,TRUE,FALSE,NA,NA
"100","@Pekenyami Para qué modelo de iPhone ? <U+F8FF>",FALSE,0,"Pekenyami",2019-11-14 21:27:31,FALSE,"1195083868195500040","1195090910570328071","151050939","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cco83mx",0,FALSE,FALSE,NA,NA
